DCCN0060000,CD  6 G/M
SDBP06D100A,RIODET AL MRT25 N- 6 AI 10 MTS.
SDBP06D120A,RIODET AL MRT25 N- 6 AI 12 MTS.
SDBP06I020A,RIODET AL MRT25 N- 6 I 2 MTS.
SDBP06I030A,RIODET IM N- 6 3 MTS.
SDBP06I040A,RIODET AL MRT25 N- 6 I 4 MTS.
SDBP06I050A,RIODET IM N.6 5 MTS.
SDBP06I050K,RIODET IM N-  6 5 MTS 1.4S
SDBP06I060A,RIODET AL MRT25 N- 6 I 6 MTS.
SDBP06I070A,RIODET AL MRT25 N- 6 I 7 MTS.
SDBP06I080A,RIODET AL MRT25 N- 6 I 8 MTS.
SDBP06I090A,RIODET IM N- 6  9 MTS.
SDBP06I095K,RIODET AL. MRT 25 MS N.6 I 9,5 MTS. 1.4S
SDBP06I100A,RIODET AL MRT25 N- 6 I 10 MTS
SDBP06I120A,RIODET AL MRT25 N- 6 I 12 MTS.
SDBP06I150A,RIODET AL MRT25 N- 6 I 15 MTS
SDBP06I150K,RIODET AL. MRT 25 MS N. 6 I 15 MTS. 1.4S
SDBP06I180A,RIODET AL MRT25 N- 6 I 18 MTS.
SDBP06I185Q,RIODET AL MRT 25 N 6 I 18,5 MTS H FE 1.4B
SDBP06I200A,RIODET AL MRT25 N- 6 I 20 MTS.
SDBP06I220K,RIODET AL. MRT 25 MS N.6 I  22 MTS. 1.4S
SDBP07D030A,RIODET AL MRT25 N- 7 AI 3 MTS.
SDBP07D040A,RIODET AL MRT25 N- 7 AI 4 MTS.
SDBP07D050A,RIODET HM N- 7 5 MTS.
SDBP07D050K,RIODET HM N- 7 5 MTS 1.4S
SDBP07D060A,RIODET AL MRT25  N- 7 AI 6 MTS
SDBP07D070A,RIODET HM N- 7  7 MTS.
SDBP07D100A,RIODET AL MRT25 N- 7 AI 10 MTS.
SDBP07D120A,RIODET AL MRT25 N- 7 AI 12 MTS.
SDBP07D150A,RIODET AL MRT25 N- 7 AI 15 MTS
SDBP07I020A,RIODET AL MRT25 N- 7 I  2 MTS.
SDBP07I030A,RIODET IM N- 7 3 MTS.
SDBP07I040A,RIODET AL MRT25 N- 7 I 4 MTS.
SDBP07I050A,RIODET IM N.7 5 MTS.
SDBP07I050K,RIODET IM N-  7 5 MTS 1.4S
SDBP07I060A,RIODET AL MRT25 N- 7 I 6 MTS.
SDBP07I070A,RIODET AL MRT25 N- 7 I 7 MTS.
SDBP07I080A,RIODET AL MRT25 N- 7 I 8 MTS.
SDBP07I090A,RIODET IM N- 7  9 MTS.
SDBP07I095K,RIODET AL. MRT 25 MS N.7 I 9,5 MTS. 1.4S
SDBP07I100A,RIODET AL MRT25 N- 7 I 10 MTS
SDBP07I120A,RIODET AL MRT25 N- 7 I 12 MTS.
SDBP07I150A,RIODET AL MRT25 N- 7 I 15 MTS
SDBP07I150K,RIODET AL. MRT 25 MS N. 7 I 15 MTS. 1.4S
SDBP07I180A,RIODET AL MRT25 N- 7 I 18 MTS.
SDBP07I185Q,RIODET AL MRT 25 N 7 I 18,5 MTS H FE 1.4B
SDBP07I200A,RIODET AL MRT25 N- 7 I 20 MTS.
SDBP07I220K,RIODET AL. MRT 25 MS N.7 I  22 MTS. 1.4S
SDBP08D030A,RIODET AL MRT25 N- 8 AI 3 MTS.
SDBP08D040A,RIODET AL MRT25 N- 8 AI 4 MTS.
SDBP08D050A,RIODET HM N- 8 5 MTS.
SDBP08D050K,RIODET HM N- 8 5 MTS 1.4S
SDBP08D060A,RIODET AL MRT25  N- 8 AI 6 MTS.
SDBP08D070A,RIODET HM N- 8  7 MTS.
SDBP08D100A,RIODET AL MRT25 N- 8 AI 10 MTS.
SDBP08D120A,RIODET AL MRT25 N- 8 AI 12 MTS.
SDBP08I020A,RIODET AL MRT25 N- 8 I 2 MTS.
SDBP08I030A,RIODET IM N- 8  3 MTS.
SDBP08I040A,RIODET AL MRT25 N- 8 I 4 MTS.
SDBP08I050A,RIODET IM N.8 5 MTS.
SDBP08I050K,RIODET IM N-  8 5 MTS 1.4S
SDBP08I060A,RIODET AL MRT25 N- 8 I 6 MTS.
SDBP08I070A,RIODET AL MRT25 N- 8 I 7 MTS.
SDBP08I080A,RIODET AL MRT25 N- 8 I 8 MTS.
SDBP08I090A,RIODET IM N- 8  9 MTS.
SDBP08I095K,RIODET AL. MRT 25 MS N.8 I 9,5 MTS. 1.4S
SDBP08I100A,RIODET AL MRT25 N- 8 I 10 MTS
SDBP08I120A,RIODET AL MRT25 N- 8 I 12 MTS.
SDBP08I150A,RIODET AL MRT25 N- 8 I 15 MTS
SDBP08I150K,RIODET AL. MRT 25 MS N. 8 I 15 MTS. 1.4S
SDBP08I180A,RIODET AL MRT25 N- 8 I 18 MTS.
SDBP08I185Q,RIODET AL MRT 25 N 8 I 18,5 MTS H FE 1.4B
SDBP08I200A,RIODET AL MRT25 N- 8 I 20 MTS.
SDBP08I220K,RIODET AL. MRT 25 MS N.8 I  22 MTS. 1.4S
SDBP09D030A,RIODET AL MRT25 N- 9 AI 3 MTS.
SDBP09D040A,RIODET AL MRT25 N- 9 AI 4 MTS.
SDBP09D050A,RIODET HM N- 9 5 MTS.
SDBP09D050K,RIODET HM N- 9 5 MTS 1.4S
SDBP09D060A,RIODET AL MRT25 N- 9 AI 6 MTS.
SDBP09D070A,RIODET HM N- 9  7 MTS.
SDBP09D100A,RIODET AL MRT25 N- 9 AI 10 MTS.
SDBP09D120A,RIODET AL MRT25 N- 9 AI 12 MTS.
SDBP09D150A,RIODET AL MRT25 N- 9 AI 15 MTS
SDBP09I020A,RIODET AL MRT25 N- 9 I 2 MTS.
SDBP09I030A,RIODET IM N- 9  3 MTS.
SDBP09I040A,RIODET AL MRT25 N- 9 I 4 MTS.
SDBP09I050A,RIODET IM N- 9  5 MTS.
SDBP09I050K,RIODET IM N-  9 5 MTS 1.4S
SDBP09I060A,RIODET AL MRT25 N- 9 I 6 MTS.
SDBP09I070A,RIODET AL MRT25 N- 9 I 7 MTS.
SDBP09I080A,RIODET AL MRT25 N- 9 I 8 MTS.
SDBP09I090A,RIODET IM N- 9  9 MTS.
SDBP09I095K,RIODET AL. MRT 25 MS N.9 I 9,5 MTS. 1.4S
SDBP09I100A,RIODET AL MRT25 N- 9 I 10 MTS
SDBP09I120A,RIODET AL MRT25 N- 9 I 12 MTS.
SDBP09I150A,RIODET AL MRT25 N- 9 I 15 MTS
SDBP09I150K,RIODET AL. MRT 25 MS N.9 I 15 MTS. 1.4S
SDBP09I180A,RIODET AL MRT25 N- 9 I 18 MTS.
SDBP09I185Q,RIODET AL MRT 25 N 9 I 18,5 MTS H FE 1.4B
SDBP09I200A,RIODET AL MRT25 N- 9 I 20 MTS.
SDBP09I220K,RIODET AL. MRT 25 MS N.9 I  22 MTS. 1.4S
SDBP10D030A,RIODET AL MRT25 N-10 AI 3 MTS.
SDBP10D040A,RIODET AL MRT25 N-10 AI 4 MTS.
SDBP10D050A,RIODET HM N-10 5 MTS.
SDBP10D050K,RIODET HM N-10 5 MTS 1.4S
SDBP10D060A,RIODET AL MRT25 N-10 AI 6 MTS.
SDBP10D070A,RIODET HM N-10  7 MTS.
SDBP10D100A,RIODET AL MRT25 N-10 AI 10 MTS.
SDBP10D120A,RIODET AL MRT25 N-10 AI 12 MTS.
SDBP10I020A,RIODET AL MRT25 N-10 I 2 MTS.
SDBP10I030A,RIODET IM N-10  3 MTS.
SDBP10I040A,RIODET AL MRT25 N-10 I 4 MTS.
SDBP10I050A,RIODET IM N.10 5 MTS.
SDBP10I050K,RIODET IM N- 10 MTS 1.4S
SDBP10I060A,RIODET AL MRT25 N-10 I 6 MTS.
SDBP10I070A,RIODET AL MRT25 N-10 I 7 MTS.
SDBP10I080A,RIODET AL MRT25 N-10 I 8 MTS.
SDBP10I090A,RIODET IM N-10  9 MTS.
SDBP10I095K,RIODET AL. MRT 25 MS N.10 I 9,5 MTS. 1.4S
SDBP10I100A,RIODET AL MRT25 N-10 I 10 MTS
SDBP10I120A,RIODET AL MRT25 N-10 I 12 MTS.
SDBP10I150A,RIODET AL MRT25 N-10 I 15 MTS
SDBP10I150K,RIODET AL. MRT 25 MS N.10 I 15 MTS. 1.4S
SDBP10I185Q,RIODET AL MRT 25 N 10 I 18,5 MTS H FE 1.4B
SDBP10I200A,RIODET AL MRT25 N-10 I 20 MTS.
SDBP10I220K,RIODET AL. MRT 25 MS N.10 I  22 MTS. 1.4S
SDBQ11D030A,RIODET AL MRT25 N-11 AI 3 MTS.
SDBQ11D040A,RIODET AL MRT25 N-11 AI 4 MTS.
SDBQ11D050A,RIODET HM N-11 5 MTS.
SDBQ11D050K,RIODET HM N-11 5 MTS 1.4S
SDBQ11D060A,RIODET AL MRT25 N-11 AI 6 MTS.
SDBQ11D070A,RIODET HM N-11  7 MTS.
SDBQ11D100A,RIODET AL MRT25 N-11 AI 10 MTS.
SDBQ11D120A,RIODET AL MRT25 N-11 AI 12 MTS.
SDBQ11I020A,RIODET AL MRT25 N-11 I 2 MTS.
SDBQ11I030A,RIODET IM N-11  3 MTS.
SDBQ11I040A,RIODET IM N-11  4 MTS.
SDBQ11I050A,RIODET IM N-11  5 MTS.
SDBQ11I050K,RIODET IM N- 11 5 MTS 1.4S
SDBQ11I060A,RIODET AL MRT25 N-11 I 6 MTS.
SDBQ11I070A,RIODET AL MRT25 N-11 I 7 MTS.
SDBQ11I080A,RIODET AL MRT25 N-11 I 8 MTS.
SDBQ11I090A,RIODET IM N-11  9 MTS.
SDBQ11I095K,RIODET AL. MRT 25 MS N.11 I 9,5 MTS. 1.4S
SDBQ11I100A,RIODET AL MRT25 N-11 I 10 MTS
SDBQ11I120A,RIODET AL MRT25 N-11 I 12 MTS.
SDBQ11I150A,RIODET AL MRT25 N-11 I 15 MTS
SDBQ11I180A,RIODET AL MRT25 N-11 I 18 MTS.
SDBQ11I185Q,RIODET AL MRT 25 N 11 I 18,5 MTS H FE 1.4B
SDBQ11I200A,RIODET AL MRT25 N-11 I 20 MTS.
SDBQ12D030A,RIODET AL MRT25 N-12 AI 3 MTS.
SDBQ12D040A,RIODET AL MRT25 N-12 AI 4 MTS.
SDBQ12D050A,RIODET HM N-12 5 MTS.
SDBQ12D050K,RIODET HM N-12 5 MTS 1.4S
SDBQ12D060A,RIODET AL MRT25 N-12 AI 6 MTS.
SDBQ12D070A,RIODET HM N-12 7 MTS.
SDBQ12D100A,RIODET AL MRT25 N-12 AI 10 MTS.
SDBQ12D120A,RIODET AL MRT25 N-12 AI 12 MTS.
SDBQ12I020A,RIODET AL MRT25 N-12 I 2 MTS.
SDBQ12I030A,RIODET IM N-12  3 MTS.
SDBQ12I040A,RIODET AL MRT25 N-12 I 4 MTS.
SDBQ12I050A,RIODET IM N.12 5 MTS.
SDBQ12I050K,RIODET IM N- 12 5 MTS 1.4S
SDBQ12I060A,RIODET AL MRT25 N-12 I 6 MTS
SDBQ12I070A,RIODET AL MRT25 N-12 I 7 MTS.
SDBQ12I080A,RIODET AL MRT25 N-12 I 8 MTS.
SDBQ12I090A,RIODET IM N-12  9 MTS.
SDBQ12I095K,RIODET AL. MRT 25 MS N.12 I 9,5 MTS. 1.4S
SDBQ12I100A,RIODET AL MRT25 N-12 I 10 MTS
SDBQ12I120A,RIODET AL MRT25 N-12 I 12 MTS.
SDBQ12I150A,RIODET AL MRT25 N-12 I 15 MTS
SDBQ12I180A,RIODET AL MRT25 N-12 I 18 MTS.
SDBQ12I185Q,RIODET AL MRT 25 N 12 I 18,5 MTS H FE 1.4B
SDBQ12I200A,RIODET AL MRT25 N-12 I 20 MTS.
SDBQ13D030A,RIODET AL MRT25 N-13 AI 3 MTS.
SDBQ13D040A,RIODET AL MRT25 N-13 AI 4 MTS.
SDBQ13D050A,RIODET HM N-13 5 MTS.
SDBQ13D050K,RIODET HM N-13 5 MTS 1.4S
SDBQ13D060A,RIODET AL MRT25 N-13 AI 6 MTS
SDBQ13D070A,RIODET HM N-13 7 MTS.
SDBQ13D100A,RIODET AL MRT25 N-13 AI 10 MTS.
SDBQ13D120A,RIODET AL MRT25 N-13 AI 12 MTS.
SDBQ13I020A,RIODET AL MRT25 N-13 I 2 MTS.
SDBQ13I030A,RIODET IM N-13  3 MTS.
SDBQ13I040A,RIODET AL MRT25 N-13 I 4 MTS.
SDBQ13I050A,RIODET IM N-13 5 MTS.
SDBQ13I050K,RIODET IM N- 13 5 MTS 1.4S
SDBQ13I060A,RIODET AL MRT25 N-13 I 6 MTS.
SDBQ13I070A,RIODET AL MRT25 N-13 I 7 MTS.
SDBQ13I080A,RIODET AL MRT25 N-13 I 8 MTS.
SDBQ13I090A,RIODET IM N-13  9 MTS.
SDBQ13I095K,RIODET AL. MRT 25 MS N.13 I 9,5 MTS. 1.4S
SDBQ13I100A,RIODET AL MRT25 N-13 I 10 MTS
SDBQ13I120A,RIODET AL MRT25 N-13 I 12 MTS.
SDBQ13I150A,RIODET AL MRT25 N-13 I 15 MTS
SDBQ13I180A,RIODET AL MRT25 N-13 I 18 MTS.
SDBQ13I185Q,RIODET AL MRT 25 N 13 I 18,5 MTS H FE 1.4B
SDBQ13I200A,RIODET AL MRT25 N-13 I 20 MTS.
SDBQ14D030A,RIODET AL MRT25 N-14 AI 3 MTS.
SDBQ14D040A,RIODET AL MRT25 N-14 AI 4 MTS.
SDBQ14D050A,RIODET HM N-14 5 MTS.
SDBQ14D050K,RIODET HM N-14 5 MTS 1.4S
SDBQ14D060A,RIODET AL MRT25 N-14 AI 6 MTS.
SDBQ14D070A,RIODET AL MRT25 N-14 AI 7 MTS.
SDBQ14D100A,RIODET AL MRT25 N-14 AI 10 MTS.
SDBQ14D120A,RIODET AL MRT25 N-14 AI 12 MTS.
SDBQ14I020A,RIODET AL MRT25 N-14 I 2 MTS.
SDBQ14I030A,RIODET IM N-14 3 MTS.
SDBQ14I040A,RIODET AL MRT25 N-14 I 4 MTS.
SDBQ14I050A,RIODET IM N-14  5 MTS.
SDBQ14I050K,RIODET IM N- 14 5 MTS 1.4S
SDBQ14I060A,RIODET AL MRT25 N-14 I 6 MTS.
SDBQ14I070A,RIODET AL MRT25 N-14 I 7 MTS.
SDBQ14I080A,RIODET AL MRT25 N-14 I 8 MTS.
SDBQ14I090A,RIODET IM N-14  9 MTS.
SDBQ14I095K,RIODET AL. MRT 25 MS N.14 I 9,5 MTS. 1.4S
SDBQ14I100A,RIODET AL MRT25 N-14 I 10 MTS
SDBQ14I120A,RIODET AL MRT25 N-14 I 12 MTS.
SDBQ14I150A,RIODET AL MRT25 N-14 I 15 MTS
SDBQ14I180A,RIODET AL MRT25 N-14 I 18 MTS.
SDBQ14I185Q,RIODET AL MRT 25 N 14 I 18,5 MTS H FE 1.4B
SDBQ14I200A,RIODET AL MRT25 N-14 I 20 MTS.
SDBQ15D030A,RIODET AL MRT25 N-15 AI 3 MTS.
SDBQ15D040A,RIODET AL MRT25 N-15 AI 4 MTS.
SDBQ15D050A,RIODET HM N-15 5 MTS.
SDBQ15D050K,RIODET HM N-15 5 MTS 1.4S
SDBQ15D060A,RIODET AL MRT25 N-15 AI 6 MTS.
SDBQ15D070A,RIODET HM N-15 7 MTS.
SDBQ15D100A,RIODET AL MRT25 N-15 AI 10 MTS.
SDBQ15D120A,RIODET AL MRT25 N-15 AI 12 MTS.
SDBQ15I020A,RIODET AL MRT25 N-15 I 2 MTS.
SDBQ15I030A,RIODET IM N-15  3 MTS.
SDBQ15I040A,RIODET AL MRT25 N-15 I 4 MTS.
SDBQ15I050A,RIODET IM N.15 5 MTS.
SDBQ15I050K,RIODET IM N- 15 5 MTS 1.4S
SDBQ15I060A,RIODET AL MRT25 N-15 I 6 MTS.
SDBQ15I070A,RIODET AL MRT25 N-15 I 7 MTS.
SDBQ15I080A,RIODET AL MRT25 N-15 I 8 MTS.
SDBQ15I090A,RIODET IM N-15  9 MTS.
SDBQ15I095K,RIODET AL. MRT 25 MS N.15 I 9,5 MTS. 1.4S
SDBQ15I100A,RIODET AL MRT25 N-15 I 10 MTS
SDBQ15I120A,RIODET AL MRT25 N-15 I 12 MTS.
SDBQ15I150A,RIODET AL MRT25 N-15 I 15 MTS
SDBQ15I180A,RIODET AL MRT25 N-15 I 18 MTS.
SDBQ15I185Q,RIODET AL MRT 25 N 15 I 18,5 MTS H FE 1.4B
SDBQ15I200A,RIODET AL MRT25 N-15 I 20 MTS.
SDBQ16D030A,RIODET AL MRT25 N-16 AI 3 MTS.
SDBQ16D040A,RIODET AL MRT25 N-16 AI 4 MTS.
SDBQ16D050A,RIODET HM N-16 5 MTS.
SDBQ16D050K,RIODET HM N-16 5 MTS 1.4S
SDBQ16D060A,RIODET AL MRT25 N-16 AI 6 MTS.
SDBQ16D070A,RIODET HM N-16 7 MTS.
SDBQ16D100A,RIODET AL MRT25 N-16 AI 10 MTS.
SDBQ16D120A,RIODET AL MRT25 N-16 AI 12 MTS.
SDBQ16I020A,RIODET AL MRT25 N-16 I 2 MTS.
SDBQ16I030A,RIODET IM N-16  3 MTS.
SDBQ16I040A,RIODET AL MRT25 N-16 I 4 MTS.
SDBQ16I050A,RIODET IM N.16 5 MTS.
SDBQ16I050K,RIODET IM N- 16 5 MTS 1.4S
SDBQ16I060A,RIODET AL MRT25 N-16 I 6 MTS.
SDBQ16I070A,RIODET AL MRT25  N-16 I 7 MTS.
SDBQ16I080A,RIODET AL MRT25 N-16 I 8 MTS.
SDBQ16I090A,RIODET IM N-16  9 MTS.
SDBQ16I095K,RIODET AL. MRT 25 MS N.16 I 9,5 MTS. 1.4S
SDBQ16I100A,RIODET AL MRT25 N-16 I 10 MTS
SDBQ16I120A,RIODET AL MRT25 N-16 I 12 MTS.
SDBQ16I150A,RIODET AL MRT25 N-16 I 15 MTS
SDBQ16I180A,RIODET AL MRT25 N-16 I 18 MTS.
SDBQ16I200A,RIODET AL MRT25 N-16 I 20 MTS.
SDBQ17D030A,RIODET AL MRT25 N-17 AI 3 MTS.
SDBQ17D040A,RIODET AL MRT25 N-17 AI 4 MTS.
SDBQ17D050A,RIODET HM N-17 5 MTS.
SDBQ17D050K,RIODET HM N-17 5 MTS 1.4S
SDBQ17D060A,RIODET AL MRT25 N-17 AI 6 MTS.
SDBQ17D100A,RIODET AL MRT25 N-17 AI 10 MTS.
SDBQ17D120A,RIODET AL MRT25 N-17 AI 12 MTS.
SDBQ17I020A,RIODET AL MRT25 N-17 I 2 MTS.
SDBQ17I030A,RIODET AL MRT25 N-17 I 3 MTS.
SDBQ17I040A,RIODET AL MRT25 N-17 I 4 MTS.
SDBQ17I050A,RIODET AL MRT25 N-17 I 5 MTS.
SDBQ17I060A,RIODET AL MRT25 N-17 I 6 MTS.
SDBQ17I070A,RIODET AL MRT25 N-17 I 7 MTS.
SDBQ17I080A,RIODET AL MRT25 N-17 I 8 MTS.
SDBQ17I090A,RIODET AL MRT25 N-17 I 9 MTS.
SDBQ17I095K,RIODET AL. MRT 25 MS N.17 I 9,5 MTS. 1.4S
SDBQ17I100A,RIODET AL MRT25 N-17 I 10 MTS
SDBQ17I120A,RIODET AL MRT25 N-17 I 12 MTS.
SDBQ17I150A,RIODET AL MRT25 N-17 I 15 MTS
SDBQ17I180A,RIODET AL MRT25 N-17 I 18 MTS.
SDBQ17I200A,RIODET AL MRT25 N-17 I 20 MTS.
SDBQ18D030A,RIODET AL MRT25 N-18 AI 3 MTS.
SDBQ18D040A,RIODET AL MRT25 N-18 AI 4 MTS.
SDBQ18D050A,RIODET HM N-18 5 MTS.
SDBQ18D050K,RIODET HM N-18 5 MTS 1.4S
SDBQ18D060A,RIODET AL MRT25 N-18 AI 6 MTS.
SDBQ18D070A,RIODET HM N-18 7 MTS.
SDBQ18D100A,RIODET AL MRT25 N-18 AI 10 MTS.
SDBQ18D120A,RIODET AL MRT25 N-18 AI 12 MTS.
SDBQ18I020A,RIODET AL MRT25 N-18 I 2 MTS.
SDBQ18I030A,RIODET IM N-18 3 MTS.
SDBQ18I040A,RIODET AL MRT25 N-18 I 4 MTS.
SDBQ18I050A,RIODET IM N-18 5 MTS.
SDBQ18I050K,RIODET IM N- 18 5 MTS 1.4S
SDBQ18I060A,RIODET AL MRT25 N-18 I 6 MTS.
SDBQ18I070A,RIODET AL MRT25 N-18 I 7 MTS.
SDBQ18I080A,RIODET AL MRT25 N-18 I 8 MTS.
SDBQ18I090A,RIODET IM N-18  9 MTS.
SDBQ18I095K,RIODET AL. MRT 25 MS N.18 I 9,5 MTS. 1.4S
SDBQ18I100A,RIODET AL MRT25 N-18 I 10 MTS
SDBQ18I120A,RIODET AL MRT25 N-18 I 12 MTS.
SDBQ18I150A,RIODET AL MRT25 N-18 I 15 MTS
SDBQ18I180A,RIODET AL MRT25 N-18 I 18 MTS.
SDBQ18I200A,RIODET AL MRT25 N-18 I 20 MTS.
SDBQ19D030A,RIODET AL MRT25 N-19 AI 3 MTS.
SDBQ19D040A,RIODET AL MRT25 N-19 AI 4 MTS.
SDBQ19D050A,RIODET AL MRT25 N-19 AI 5 MTS.
SDBQ19D050K,RIODET HM N-19 5 MTS 1.4S
SDBQ19D060A,RIODET AL MRT25 N-19 AI 6 MTS.
SDBQ19D100A,RIODET AL MRT25 N-19 AI 10 MTS.
SDBQ19D120A,RIODET AL MRT25 N-19 AI 12 MTS.
SDBQ19I020A,RIODET AL MRT25 N-19 I 2 MTS.
SDBQ19I030A,RIODET AL MRT25 N-19 I 3 MTS.
SDBQ19I040A,RIODET AL MRT25 N-19 I 4 MTS.
SDBQ19I050A,RIODET AL MRT25 N-19 I 5 MTS.
SDBQ19I060A,RIODET AL MRT25 N-19 I 6 MTS.
SDBQ19I090A,RIODET AL MRT25 N-19 I 9 MTS.
SDBQ19I095K,RIODET AL. MRT 25 N.19 I 9,5 MTS. 1.4S
SDBQ19I100A,RIODET AL MRT25 N-19 I 10 MTS
SDBQ19I120A,RIODET AL MRT25 N-19 I 12 MTS.
SDBQ19I150A,RIODET AL MRT25 N-19 I 15 MTS
SDBQ19I180A,RIODET AL MRT25 N-19 I 18 MTS.
SDBQ19I200A,RIODET AL MRT25 N-19 I 20 MTS.
SDBQ20D030A,RIODET AL MRT25 N-20 AI 3 MTS.
SDBQ20D040A,RIODET AL MRT25 N-20 AI 4 MTS.
SDBQ20D050A,RIODET HM N-20 5 MTS.
SDBQ20D050K,RIODET HM N-20 5 MTS 1.4S
SDBQ20D060A,RIODET AL MRT25 N-20 AI 6 MTS.
SDBQ20D070A,RIODET HM N-20  7 MTS.
SDBQ20D100A,RIODET AL MRT25 N-20 AI 10 MTS.
SDBQ20D120A,RIODET AL MRT25 N-20 AI 12 MTS.
SDBQ20I020A,RIODET AL MRT25 N-20 I 2 MTS.
SDBQ20I030A,RIODET IM  N-20  3 MTS.
SDBQ20I040A,RIODET AL MRT25 N-20 I 4 MTS.
SDBQ20I050A,RIODET IM N-20 5 MTS.
SDBQ20I050K,RIODET IM N- 20 5 MTS 1.4S
SDBQ20I060A,RIODET AL MRT25 N-20 I 6 MTS.
SDBQ20I070A,RIODET AL MRT25 N-20 I 7 MTS.
SDBQ20I090A,RIODET IM N-20  9 MTS.
SDBQ20I095K,RIODET AL. MRT 25 N.20 I 9,5 MTS. 1.4S
SDBQ20I100A,RIODET AL MRT25 N-20 I 10 MTS
SDBQ20I120A,RIODET AL MRT25 N-20 I 12 MTS.
SDBQ20I150A,RIODET AL MRT25 N-20 I 15 MTS
SDBQ20I180A,RIODET AL MRT25 N-20 I 18 MTS.
SDBQ20I200A,RIODET AL MRT25 N-20 I 20 MTS.
SDBQ22D030A,RIODET AL MRT25 N-22 AI 3 MTS.
SDBQ22D040A,RIODET AL MRT25 N-22 AI 4 MTS.
SDBQ22D050A,RIODET AL MRT25 N-22 AI 5 MTS.
SDBQ22D050K,RIODET HM N-22 5 MTS 1.4S
SDBQ22D060A,RIODET AL MRT25 N-22 AI 6 MTS.
SDBQ22D070A,RIODET HM N-22  7 MTS.
SDBQ22D100A,RIODET AL MRT25 N-22 AI 10 MTS.
SDBQ22D120A,RIODET AL MRT25 N-22 AI 12 MTS.
SDBQ22I020A,RIODET AL MRT25 N-22 I 2 MTS.
SDBQ22I030A,RIODET IM N-22 3 MTS.
SDBQ22I040A,RIODET AL MRT25 N-22 I 4 MTS.
SDBQ22I050A,RIODET IM N.22 5 MTS.
SDBQ22I050K,RIODET IM N- 22 5 MTS 1.4S
SDBQ22I060A,RIODET AL MRT25 N-22 I 6 MTS.
SDBQ22I070A,RIODET AL MRT25 N-22 I 7 MTS.
SDBQ22I090A,RIODET IM N-22  9 MTS.
SDBQ22I100A,RIODET AL MRT25 N-22 I 10 MTS
SDBQ22I120A,RIODET AL MRT25 N-22 I 12 MTS.
SDBQ22I150A,RIODET AL MRT25 N-22 I 15 MTS
SDBQ22I180A,RIODET AL MRT25 N-22 I 18 MTS.
SDBQ22I200A,RIODET AL MRT25 N-22 I 20 MTS.
SDBQ24D030A,RIODET AL MRT25 N-24 AI 3 MTS.
SDBQ24D040A,RIODET AL MRT25 N-24 AI 4 MTS.
SDBQ24D050A,RIODET HM N-24 5 MTS.
SDBQ24D050K,RIODET HM N-24 5 MTS 1.4S
SDBQ24D060A,RIODET AL MRT25 N-24 AI 6 MTS.
SDBQ24D070A,RIODET HM N-24  7 MTS.
SDBQ24D100A,RIODET AL MRT25 N-24 AI 10 MTS.
SDBQ24D120A,RIODET AL MRT25 N-24 AI 12 MTS.
SDBQ24I020A,RIODET AL MRT25 N-24 I 2 MTS.
SDBQ24I030A,RIODET IM N-24  3 MTS.
SDBQ24I040A,RIODET AL MRT25 N-24 I 4 MTS.
SDBQ24I050A,RIODET IM N-24 5 MTS.
SDBQ24I050K,RIODET IM N- 24 5 MTS 1.4S
SDBQ24I060A,RIODET AL MRT25 N-24 I 6 MTS.
SDBQ24I070A,RIODET AL MRT25 N-24 I 7 MTS.
SDBQ24I090A,RIODET IM N-24  9 MTS.
SDBQ24I100A,RIODET AL MRT25 N-24 I 10 MTS
SDBQ24I120A,RIODET AL MRT25 N-24 I 12 MTS.
SDBQ24I150A,RIODET AL MRT25 N-24 I 15 MTS
SDBQ24I180A,RIODET AL MRT25 N-24 I 18 MTS.
SDBQ24I200A,RIODET AL MRT25 N-24 I 20 MTS.
SDBQ26D030A,RIODET AL MRT25 N-26 AI 3 MTS.
SDBQ26D040A,RIODET AL MRT25 N-26 AI 4 MTS.
SDBQ26D050A,RIODET HM N-26  5 MTS.
SDBQ26D050K,RIODET HM N-26 5 MTS 1.4S
SDBQ26D060A,RIODET AL MRT25 N-26 AI 6 MTS.
SDBQ26D070A,RIODET AL MRT25 N-26 AI 7 MTS.
SDBQ26D100A,RIODET AL MRT25 N-26 AI 10 MTS.
SDBQ26D120A,RIODET AL MRT25 N-26 AI 12 MTS.
SDBQ26I020A,RIODET AL MRT25 N-26 I 2 MTS.
SDBQ26I030A,RIODET IM N-26  3 MTS.
SDBQ26I040A,RIODET AL MRT25 N-26 I 4 MTS.
SDBQ26I050A,RIODET IM N.26 5 MTS.
SDBQ26I050K,RIODET IM N- 26 5 MTS 1.4S
SDBQ26I060A,RIODET AL MRT25 N-26 I 6 MTS.
SDBQ26I070A,RIODET AL MRT25 N-26 I 7 MTS.
SDBQ26I090A,RIODET IM N-26  9 MTS.
SDBQ26I100A,RIODET AL MRT25 N-26 I 10 MTS
SDBQ26I120A,RIODET AL MRT25 N-26 I 12 MTS.
SDBQ26I150A,RIODET AL MRT25 N-26 I 15 MTS
SDBQ26I180A,RIODET AL MRT25 N-26 I 18 MTS.
SDBQ26I200A,RIODET AL MRT25 N-26 I 20 MTS.
SDBQ28D030A,RIODET AL MRT25 N-28 AI 3 MTS.
SDBQ28D040A,RIODET AL MRT25 N-28 AI 4 MTS.
